,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,range_times,day_type,weather_situation,season_type,range_times_encoded,range_times_clustered
4446,4447,2011-07-09,3,0,7,4,0,6,0,1,2,4,6,Morning,Holiday,Clearly,Fall,3,2
4447,4448,2011-07-09,3,0,7,5,0,6,0,2,4,11,15,Morning,Holiday,Misty,Fall,3,2
4448,4449,2011-07-09,3,0,7,6,0,6,0,2,11,27,38,Morning,Holiday,Misty,Fall,3,2
4449,4450,2011-07-09,3,0,7,7,0,6,0,1,21,50,71,Morning,Holiday,Clearly,Fall,3,2
4450,4451,2011-07-09,3,0,7,8,0,6,0,1,68,114,182,Morning,Holiday,Clearly,Fall,3,2
4451,4452,2011-07-09,3,0,7,9,0,6,0,1,77,170,247,Morning,Holiday,Clearly,Fall,3,0
4452,4453,2011-07-09,3,0,7,10,0,6,0,1,87,177,264,Morning,Holiday,Clearly,Fall,3,0
4453,4454,2011-07-09,3,0,7,11,0,6,0,1,101,189,290,Afternoon,Holiday,Clearly,Fall,0,1
4454,4455,2011-07-09,3,0,7,12,0,6,0,1,145,221,366,Afternoon,Holiday,Clearly,Fall,0,3
4455,4456,2011-07-09,3,0,7,13,0,6,0,1,167,249,416,Afternoon,Holiday,Clearly,Fall,0,3
4456,4457,2011-07-09,3,0,7,14,0,6,0,1,158,215,373,Afternoon,Holiday,Clearly,Fall,0,3
4457,4458,2011-07-09,3,0,7,15,0,6,0,1,182,220,402,Afternoon,Holiday,Clearly,Fall,0,3
4458,4459,2011-07-09,3,0,7,16,0,6,0,1,171,245,416,Afternoon,Holiday,Clearly,Fall,0,3
4459,4460,2011-07-09,3,0,7,17,0,6,0,1,160,241,401,Evening,Holiday,Clearly,Fall,2,0
4460,4461,2011-07-09,3,0,7,18,0,6,0,1,132,246,378,Evening,Holiday,Clearly,Fall,2,0
4461,4462,2011-07-09,3,0,7,19,0,6,0,1,128,178,306,Night,Holiday,Clearly,Fall,4,0
4462,4463,2011-07-09,3,0,7,20,0,6,0,1,129,185,314,Night,Holiday,Clearly,Fall,4,0
4463,4464,2011-07-09,3,0,7,21,0,6,0,1,83,155,238,Night,Holiday,Clearly,Fall,4,0
4464,4465,2011-07-09,3,0,7,22,0,6,0,1,60,154,214,Night,Holiday,Clearly,Fall,4,0
4465,4466,2011-07-09,3,0,7,23,0,6,0,1,47,93,140,Night,Holiday,Clearly,Fall,4,2
4466,4467,2011-07-10,3,0,7,0,0,0,0,1,42,112,154,Dawn,Holiday,Clearly,Fall,1,1
4467,4468,2011-07-10,3,0,7,1,0,0,0,1,19,94,113,Dawn,Holiday,Clearly,Fall,1,1
4468,4469,2011-07-10,3,0,7,2,0,0,0,1,28,68,96,Dawn,Holiday,Clearly,Fall,1,1
4469,4470,2011-07-10,3,0,7,3,0,0,0,1,6,19,25,Dawn,Holiday,Clearly,Fall,1,1
4470,4471,2011-07-10,3,0,7,4,0,0,0,1,0,5,5,Morning,Holiday,Clearly,Fall,3,2
4471,4472,2011-07-10,3,0,7,5,0,0,0,1,7,10,17,Morning,Holiday,Clearly,Fall,3,2
4472,4473,2011-07-10,3,0,7,6,0,0,0,1,8,17,25,Morning,Holiday,Clearly,Fall,3,2
4473,4474,2011-07-10,3,0,7,7,0,0,0,1,27,38,65,Morning,Holiday,Clearly,Fall,3,2
4474,4475,2011-07-10,3,0,7,8,0,0,0,1,27,65,92,Morning,Holiday,Clearly,Fall,3,2
4475,4476,2011-07-10,3,0,7,9,0,0,0,1,62,107,169,Morning,Holiday,Clearly,Fall,3,2
4476,4477,2011-07-10,3,0,7,10,0,0,0,1,95,173,268,Morning,Holiday,Clearly,Fall,3,0
4477,4478,2011-07-10,3,0,7,11,0,0,0,1,110,177,287,Afternoon,Holiday,Clearly,Fall,0,1
4478,4479,2011-07-10,3,0,7,12,0,0,0,1,133,244,377,Afternoon,Holiday,Clearly,Fall,0,3
4479,4480,2011-07-10,3,0,7,13,0,0,0,1,139,228,367,Afternoon,Holiday,Clearly,Fall,0,3
4480,4481,2011-07-10,3,0,7,14,0,0,0,1,122,227,349,Afternoon,Holiday,Clearly,Fall,0,1
4481,4482,2011-07-10,3,0,7,15,0,0,0,1,142,219,361,Afternoon,Holiday,Clearly,Fall,0,3
4482,4483,2011-07-10,3,0,7,16,0,0,0,1,128,244,372,Afternoon,Holiday,Clearly,Fall,0,3
4483,4484,2011-07-10,3,0,7,17,0,0,0,1,146,217,363,Evening,Holiday,Clearly,Fall,2,0
4484,4485,2011-07-10,3,0,7,18,0,0,0,1,141,222,363,Evening,Holiday,Clearly,Fall,2,0
4485,4486,2011-07-10,3,0,7,19,0,0,0,1,120,183,303,Night,Holiday,Clearly,Fall,4,0
4486,4487,2011-07-10,3,0,7,20,0,0,0,1,101,167,268,Night,Holiday,Clearly,Fall,4,0
4487,4488,2011-07-10,3,0,7,21,0,0,0,1,65,162,227,Night,Holiday,Clearly,Fall,4,0
4488,4489,2011-07-10,3,0,7,22,0,0,0,1,56,87,143,Night,Holiday,Clearly,Fall,4,2
4489,4490,2011-07-10,3,0,7,23,0,0,0,1,19,53,72,Night,Holiday,Clearly,Fall,4,2
4490,4491,2011-07-11,3,0,7,0,0,1,1,1,10,25,35,Dawn,Working Day,Clearly,Fall,1,1
4491,4492,2011-07-11,3,0,7,1,0,1,1,1,5,5,10,Dawn,Working Day,Clearly,Fall,1,1
4492,4493,2011-07-11,3,0,7,2,0,1,1,1,8,4,12,Dawn,Working Day,Clearly,Fall,1,1
4493,4494,2011-07-11,3,0,7,3,0,1,1,1,2,8,10,Dawn,Working Day,Clearly,Fall,1,1
4494,4495,2011-07-11,3,0,7,4,0,1,1,1,0,4,4,Morning,Working Day,Clearly,Fall,3,2
4495,4496,2011-07-11,3,0,7,5,0,1,1,1,5,21,26,Morning,Working Day,Clearly,Fall,3,2
4496,4497,2011-07-11,3,0,7,6,0,1,1,1,19,102,121,Morning,Working Day,Clearly,Fall,3,2
4497,4498,2011-07-11,3,0,7,7,0,1,1,1,28,289,317,Morning,Working Day,Clearly,Fall,3,0
4498,4499,2011-07-11,3,0,7,8,0,1,1,1,35,385,420,Morning,Working Day,Clearly,Fall,3,0
4499,4500,2011-07-11,3,0,7,9,0,1,1,1,41,167,208,Morning,Working Day,Clearly,Fall,3,0
4500,4501,2011-07-11,3,0,7,10,0,1,1,1,44,73,117,Morning,Working Day,Clearly,Fall,3,2
4501,4502,2011-07-11,3,0,7,11,0,1,1,1,39,89,128,Afternoon,Working Day,Clearly,Fall,0,1
4502,4503,2011-07-11,3,0,7,12,0,1,1,1,40,108,148,Afternoon,Working Day,Clearly,Fall,0,1
4503,4504,2011-07-11,3,0,7,13,0,1,1,1,22,119,141,Afternoon,Working Day,Clearly,Fall,0,1
4504,4505,2011-07-11,3,0,7,14,0,1,1,1,40,94,134,Afternoon,Working Day,Clearly,Fall,0,1
4505,4506,2011-07-11,3,0,7,15,0,1,1,1,38,108,146,Afternoon,Working Day,Clearly,Fall,0,1
4506,4507,2011-07-11,3,0,7,16,0,1,1,1,57,182,239,Afternoon,Working Day,Clearly,Fall,0,1
4507,4508,2011-07-11,3,0,7,17,0,1,1,1,59,455,514,Evening,Working Day,Clearly,Fall,2,3
4508,4509,2011-07-11,3,0,7,18,0,1,1,1,57,415,472,Evening,Working Day,Clearly,Fall,2,3
4509,4510,2011-07-11,3,0,7,19,0,1,1,1,80,293,373,Night,Working Day,Clearly,Fall,4,0
4510,4511,2011-07-11,3,0,7,20,0,1,1,1,42,194,236,Night,Working Day,Clearly,Fall,4,0
4511,4512,2011-07-11,3,0,7,21,0,1,1,1,21,109,130,Night,Working Day,Clearly,Fall,4,2
4512,4513,2011-07-11,3,0,7,22,0,1,1,1,20,70,90,Night,Working Day,Clearly,Fall,4,2
4513,4514,2011-07-11,3,0,7,23,0,1,1,1,11,44,55,Night,Working Day,Clearly,Fall,4,2
4514,4515,2011-07-12,3,0,7,0,0,2,1,1,3,19,22,Dawn,Working Day,Clearly,Fall,1,1
4515,4516,2011-07-12,3,0,7,1,0,2,1,1,6,8,14,Dawn,Working Day,Clearly,Fall,1,1
4516,4517,2011-07-12,3,0,7,2,0,2,1,1,2,7,9,Dawn,Working Day,Clearly,Fall,1,1
4517,4518,2011-07-12,3,0,7,3,0,2,1,2,2,6,8,Dawn,Working Day,Misty,Fall,1,1
4518,4519,2011-07-12,3,0,7,4,0,2,1,1,0,6,6,Morning,Working Day,Clearly,Fall,3,2
4519,4520,2011-07-12,3,0,7,5,0,2,1,1,4,21,25,Morning,Working Day,Clearly,Fall,3,2
4520,4521,2011-07-12,3,0,7,6,0,2,1,1,13,102,115,Morning,Working Day,Clearly,Fall,3,2
4521,4522,2011-07-12,3,0,7,7,0,2,1,1,29,301,330,Morning,Working Day,Clearly,Fall,3,0
4522,4523,2011-07-12,3,0,7,8,0,2,1,1,35,382,417,Morning,Working Day,Clearly,Fall,3,0
4523,4524,2011-07-12,3,0,7,9,0,2,1,1,27,149,176,Morning,Working Day,Clearly,Fall,3,2
4524,4525,2011-07-12,3,0,7,10,0,2,1,1,38,85,123,Morning,Working Day,Clearly,Fall,3,2
4525,4526,2011-07-12,3,0,7,11,0,2,1,1,39,86,125,Afternoon,Working Day,Clearly,Fall,0,1
4526,4527,2011-07-12,3,0,7,12,0,2,1,1,38,125,163,Afternoon,Working Day,Clearly,Fall,0,1
4527,4528,2011-07-12,3,0,7,13,0,2,1,1,32,104,136,Afternoon,Working Day,Clearly,Fall,0,1
4528,4529,2011-07-12,3,0,7,14,0,2,1,1,33,91,124,Afternoon,Working Day,Clearly,Fall,0,1
4529,4530,2011-07-12,3,0,7,15,0,2,1,1,37,111,148,Afternoon,Working Day,Clearly,Fall,0,1
4530,4531,2011-07-12,3,0,7,16,0,2,1,1,25,177,202,Afternoon,Working Day,Clearly,Fall,0,1
4531,4532,2011-07-12,3,0,7,17,0,2,1,1,48,380,428,Evening,Working Day,Clearly,Fall,2,3
4532,4533,2011-07-12,3,0,7,18,0,2,1,1,39,472,511,Evening,Working Day,Clearly,Fall,2,3
4533,4534,2011-07-12,3,0,7,19,0,2,1,1,42,295,337,Night,Working Day,Clearly,Fall,4,0
4534,4535,2011-07-12,3,0,7,20,0,2,1,1,57,251,308,Night,Working Day,Clearly,Fall,4,0
4535,4536,2011-07-12,3,0,7,21,0,2,1,1,49,209,258,Night,Working Day,Clearly,Fall,4,0
4536,4537,2011-07-12,3,0,7,22,0,2,1,1,44,150,194,Night,Working Day,Clearly,Fall,4,2
4537,4538,2011-07-12,3,0,7,23,0,2,1,1,20,59,79,Night,Working Day,Clearly,Fall,4,2
4538,4539,2011-07-13,3,0,7,0,0,3,1,1,9,37,46,Dawn,Working Day,Clearly,Fall,1,1
4539,4540,2011-07-13,3,0,7,1,0,3,1,1,1,11,12,Dawn,Working Day,Clearly,Fall,1,1
4540,4541,2011-07-13,3,0,7,2,0,3,1,1,2,3,5,Dawn,Working Day,Clearly,Fall,1,1
4541,4542,2011-07-13,3,0,7,3,0,3,1,1,0,4,4,Dawn,Working Day,Clearly,Fall,1,1
4542,4543,2011-07-13,3,0,7,4,0,3,1,1,0,5,5,Morning,Working Day,Clearly,Fall,3,2
4543,4544,2011-07-13,3,0,7,5,0,3,1,1,4,22,26,Morning,Working Day,Clearly,Fall,3,2
4544,4545,2011-07-13,3,0,7,6,0,3,1,1,18,103,121,Morning,Working Day,Clearly,Fall,3,2
4545,4546,2011-07-13,3,0,7,7,0,3,1,1,32,281,313,Morning,Working Day,Clearly,Fall,3,0
4546,4547,2011-07-13,3,0,7,8,0,3,1,1,31,418,449,Morning,Working Day,Clearly,Fall,3,0
4547,4548,2011-07-13,3,0,7,9,0,3,1,1,23,163,186,Morning,Working Day,Clearly,Fall,3,2
4548,4549,2011-07-13,3,0,7,10,0,3,1,1,33,80,113,Morning,Working Day,Clearly,Fall,3,2
4549,4550,2011-07-13,3,0,7,11,0,3,1,1,55,110,165,Afternoon,Working Day,Clearly,Fall,0,1
4550,4551,2011-07-13,3,0,7,12,0,3,1,1,40,134,174,Afternoon,Working Day,Clearly,Fall,0,1
4551,4552,2011-07-13,3,0,7,13,0,3,1,3,39,119,158,Afternoon,Working Day,Rainy or Snowy,Fall,0,1
4552,4553,2011-07-13,3,0,7,14,0,3,1,3,27,89,116,Afternoon,Working Day,Rainy or Snowy,Fall,0,1
4553,4554,2011-07-13,3,0,7,15,0,3,1,3,13,33,46,Afternoon,Working Day,Rainy or Snowy,Fall,0,1
4554,4555,2011-07-13,3,0,7,16,0,3,1,2,23,118,141,Afternoon,Working Day,Misty,Fall,0,1
4555,4556,2011-07-13,3,0,7,17,0,3,1,1,70,418,488,Evening,Working Day,Clearly,Fall,2,3
4556,4557,2011-07-13,3,0,7,18,0,3,1,1,51,412,463,Evening,Working Day,Clearly,Fall,2,3
4557,4558,2011-07-13,3,0,7,19,0,3,1,1,79,340,419,Night,Working Day,Clearly,Fall,4,0
4558,4559,2011-07-13,3,0,7,20,0,3,1,1,61,281,342,Night,Working Day,Clearly,Fall,4,0
4559,4560,2011-07-13,3,0,7,21,0,3,1,1,56,194,250,Night,Working Day,Clearly,Fall,4,0
4560,4561,2011-07-13,3,0,7,22,0,3,1,1,48,136,184,Night,Working Day,Clearly,Fall,4,2
4561,4562,2011-07-13,3,0,7,23,0,3,1,1,33,83,116,Night,Working Day,Clearly,Fall,4,2
4562,4563,2011-07-14,3,0,7,0,0,4,1,1,14,32,46,Dawn,Working Day,Clearly,Fall,1,1
4563,4564,2011-07-14,3,0,7,1,0,4,1,1,4,21,25,Dawn,Working Day,Clearly,Fall,1,1
4564,4565,2011-07-14,3,0,7,2,0,4,1,1,3,7,10,Dawn,Working Day,Clearly,Fall,1,1
4565,4566,2011-07-14,3,0,7,3,0,4,1,1,1,5,6,Dawn,Working Day,Clearly,Fall,1,1
4566,4567,2011-07-14,3,0,7,4,0,4,1,1,0,6,6,Morning,Working Day,Clearly,Fall,3,2
4567,4568,2011-07-14,3,0,7,5,0,4,1,1,6,22,28,Morning,Working Day,Clearly,Fall,3,2
4568,4569,2011-07-14,3,0,7,6,0,4,1,1,14,116,130,Morning,Working Day,Clearly,Fall,3,2
4569,4570,2011-07-14,3,0,7,7,0,4,1,1,23,311,334,Morning,Working Day,Clearly,Fall,3,0
4570,4571,2011-07-14,3,0,7,8,0,4,1,1,53,433,486,Morning,Working Day,Clearly,Fall,3,0
4571,4572,2011-07-14,3,0,7,9,0,4,1,1,29,195,224,Morning,Working Day,Clearly,Fall,3,0
4572,4573,2011-07-14,3,0,7,10,0,4,1,1,32,95,127,Morning,Working Day,Clearly,Fall,3,2
4573,4574,2011-07-14,3,0,7,11,0,4,1,1,38,110,148,Afternoon,Working Day,Clearly,Fall,0,1
4574,4575,2011-07-14,3,0,7,12,0,4,1,1,51,172,223,Afternoon,Working Day,Clearly,Fall,0,1
4575,4576,2011-07-14,3,0,7,13,0,4,1,1,39,138,177,Afternoon,Working Day,Clearly,Fall,0,1
4576,4577,2011-07-14,3,0,7,14,0,4,1,1,49,129,178,Afternoon,Working Day,Clearly,Fall,0,1
4577,4578,2011-07-14,3,0,7,15,0,4,1,1,42,138,180,Afternoon,Working Day,Clearly,Fall,0,1
4578,4579,2011-07-14,3,0,7,16,0,4,1,1,43,231,274,Afternoon,Working Day,Clearly,Fall,0,1
4579,4580,2011-07-14,3,0,7,17,0,4,1,1,78,517,595,Evening,Working Day,Clearly,Fall,2,3
4580,4581,2011-07-14,3,0,7,18,0,4,1,1,94,484,578,Evening,Working Day,Clearly,Fall,2,3
4581,4582,2011-07-14,3,0,7,19,0,4,1,1,67,333,400,Night,Working Day,Clearly,Fall,4,0
4582,4583,2011-07-14,3,0,7,20,0,4,1,1,81,267,348,Night,Working Day,Clearly,Fall,4,0
4583,4584,2011-07-14,3,0,7,21,0,4,1,1,58,203,261,Night,Working Day,Clearly,Fall,4,0
4584,4585,2011-07-14,3,0,7,22,0,4,1,1,42,134,176,Night,Working Day,Clearly,Fall,4,2
4585,4586,2011-07-14,3,0,7,23,0,4,1,1,27,97,124,Night,Working Day,Clearly,Fall,4,2
4586,4587,2011-07-15,3,0,7,0,0,5,1,1,23,57,80,Dawn,Working Day,Clearly,Fall,1,1
4587,4588,2011-07-15,3,0,7,1,0,5,1,1,7,13,20,Dawn,Working Day,Clearly,Fall,1,1
4588,4589,2011-07-15,3,0,7,2,0,5,1,1,16,22,38,Dawn,Working Day,Clearly,Fall,1,1
4589,4590,2011-07-15,3,0,7,3,0,5,1,1,1,6,7,Dawn,Working Day,Clearly,Fall,1,1
4590,4591,2011-07-15,3,0,7,4,0,5,1,1,2,8,10,Morning,Working Day,Clearly,Fall,3,2
4591,4592,2011-07-15,3,0,7,5,0,5,1,1,7,16,23,Morning,Working Day,Clearly,Fall,3,2
4592,4593,2011-07-15,3,0,7,6,0,5,1,2,12,108,120,Morning,Working Day,Misty,Fall,3,2
4593,4594,2011-07-15,3,0,7,7,0,5,1,1,17,257,274,Morning,Working Day,Clearly,Fall,3,0
4594,4595,2011-07-15,3,0,7,8,0,5,1,1,50,514,564,Morning,Working Day,Clearly,Fall,3,3
4595,4596,2011-07-15,3,0,7,9,0,5,1,1,31,176,207,Morning,Working Day,Clearly,Fall,3,0
4596,4597,2011-07-15,3,0,7,10,0,5,1,2,59,107,166,Morning,Working Day,Misty,Fall,3,2
4597,4598,2011-07-15,3,0,7,11,0,5,1,1,73,137,210,Afternoon,Working Day,Clearly,Fall,0,1
4598,4599,2011-07-15,3,0,7,12,0,5,1,1,61,177,238,Afternoon,Working Day,Clearly,Fall,0,1
4599,4600,2011-07-15,3,0,7,13,0,5,1,1,85,162,247,Afternoon,Working Day,Clearly,Fall,0,1
4600,4601,2011-07-15,3,0,7,14,0,5,1,1,105,160,265,Afternoon,Working Day,Clearly,Fall,0,1
4601,4602,2011-07-15,3,0,7,15,0,5,1,1,74,163,237,Afternoon,Working Day,Clearly,Fall,0,1
4602,4603,2011-07-15,3,0,7,16,0,5,1,1,96,265,361,Afternoon,Working Day,Clearly,Fall,0,3
4603,4604,2011-07-15,3,0,7,17,0,5,1,1,104,483,587,Evening,Working Day,Clearly,Fall,2,3
4604,4605,2011-07-15,3,0,7,18,0,5,1,1,102,394,496,Evening,Working Day,Clearly,Fall,2,3
4605,4606,2011-07-15,3,0,7,19,0,5,1,1,114,280,394,Night,Working Day,Clearly,Fall,4,0
4606,4607,2011-07-15,3,0,7,20,0,5,1,1,92,251,343,Night,Working Day,Clearly,Fall,4,0
4607,4608,2011-07-15,3,0,7,21,0,5,1,1,75,186,261,Night,Working Day,Clearly,Fall,4,0
4608,4609,2011-07-15,3,0,7,22,0,5,1,1,71,152,223,Night,Working Day,Clearly,Fall,4,0
4609,4610,2011-07-15,3,0,7,23,0,5,1,1,41,126,167,Night,Working Day,Clearly,Fall,4,2
4610,4611,2011-07-16,3,0,7,0,0,6,0,1,42,68,110,Dawn,Holiday,Clearly,Fall,1,1
4611,4612,2011-07-16,3,0,7,1,0,6,0,1,24,51,75,Dawn,Holiday,Clearly,Fall,1,1
4612,4613,2011-07-16,3,0,7,2,0,6,0,1,10,48,58,Dawn,Holiday,Clearly,Fall,1,1
4613,4614,2011-07-16,3,0,7,3,0,6,0,1,6,20,26,Dawn,Holiday,Clearly,Fall,1,1
4614,4615,2011-07-16,3,0,7,4,0,6,0,1,9,7,16,Morning,Holiday,Clearly,Fall,3,2
4615,4616,2011-07-16,3,0,7,5,0,6,0,1,4,6,10,Morning,Holiday,Clearly,Fall,3,2
4616,4617,2011-07-16,3,0,7,6,0,6,0,1,16,21,37,Morning,Holiday,Clearly,Fall,3,2
4617,4618,2011-07-16,3,0,7,7,0,6,0,1,14,38,52,Morning,Holiday,Clearly,Fall,3,2
4618,4619,2011-07-16,3,0,7,8,0,6,0,1,37,90,127,Morning,Holiday,Clearly,Fall,3,2
4619,4620,2011-07-16,3,0,7,9,0,6,0,1,72,150,222,Morning,Holiday,Clearly,Fall,3,0
4620,4621,2011-07-16,3,0,7,10,0,6,0,1,114,208,322,Morning,Holiday,Clearly,Fall,3,0
4621,4622,2011-07-16,3,0,7,11,0,6,0,1,171,225,396,Afternoon,Holiday,Clearly,Fall,0,3
4622,4623,2011-07-16,3,0,7,12,0,6,0,1,187,276,463,Afternoon,Holiday,Clearly,Fall,0,3
4623,4624,2011-07-16,3,0,7,13,0,6,0,1,221,276,497,Afternoon,Holiday,Clearly,Fall,0,3
4624,4625,2011-07-16,3,0,7,14,0,6,0,1,201,232,433,Afternoon,Holiday,Clearly,Fall,0,3
4625,4626,2011-07-16,3,0,7,15,0,6,0,1,205,223,428,Afternoon,Holiday,Clearly,Fall,0,3
4626,4627,2011-07-16,3,0,7,16,0,6,0,1,183,242,425,Afternoon,Holiday,Clearly,Fall,0,3
4627,4628,2011-07-16,3,0,7,17,0,6,0,1,234,241,475,Evening,Holiday,Clearly,Fall,2,3
4628,4629,2011-07-16,3,0,7,18,0,6,0,1,185,243,428,Evening,Holiday,Clearly,Fall,2,3
4629,4630,2011-07-16,3,0,7,19,0,6,0,1,164,242,406,Night,Holiday,Clearly,Fall,4,0
4630,4631,2011-07-16,3,0,7,20,0,6,0,1,108,188,296,Night,Holiday,Clearly,Fall,4,0
4631,4632,2011-07-16,3,0,7,21,0,6,0,1,85,167,252,Night,Holiday,Clearly,Fall,4,0
4632,4633,2011-07-16,3,0,7,22,0,6,0,1,65,136,201,Night,Holiday,Clearly,Fall,4,2
4633,4634,2011-07-16,3,0,7,23,0,6,0,1,61,107,168,Night,Holiday,Clearly,Fall,4,2
4634,4635,2011-07-17,3,0,7,0,0,0,0,1,34,91,125,Dawn,Holiday,Clearly,Fall,1,1
4635,4636,2011-07-17,3,0,7,1,0,0,0,1,16,86,102,Dawn,Holiday,Clearly,Fall,1,1
4636,4637,2011-07-17,3,0,7,2,0,0,0,1,28,66,94,Dawn,Holiday,Clearly,Fall,1,1
4637,4638,2011-07-17,3,0,7,3,0,0,0,1,21,26,47,Dawn,Holiday,Clearly,Fall,1,1
4638,4639,2011-07-17,3,0,7,4,0,0,0,1,4,6,10,Morning,Holiday,Clearly,Fall,3,2
4639,4640,2011-07-17,3,0,7,5,0,0,0,1,4,8,12,Morning,Holiday,Clearly,Fall,3,2
4640,4641,2011-07-17,3,0,7,6,0,0,0,1,10,11,21,Morning,Holiday,Clearly,Fall,3,2
4641,4642,2011-07-17,3,0,7,7,0,0,0,1,20,30,50,Morning,Holiday,Clearly,Fall,3,2
4642,4643,2011-07-17,3,0,7,8,0,0,0,1,45,73,118,Morning,Holiday,Clearly,Fall,3,2
4643,4644,2011-07-17,3,0,7,9,0,0,0,1,74,110,184,Morning,Holiday,Clearly,Fall,3,2
4644,4645,2011-07-17,3,0,7,10,0,0,0,1,127,177,304,Morning,Holiday,Clearly,Fall,3,0
4645,4646,2011-07-17,3,0,7,11,0,0,0,1,147,244,391,Afternoon,Holiday,Clearly,Fall,0,3
4646,4647,2011-07-17,3,0,7,12,0,0,0,1,177,243,420,Afternoon,Holiday,Clearly,Fall,0,3
4647,4648,2011-07-17,3,0,7,13,0,0,0,1,200,272,472,Afternoon,Holiday,Clearly,Fall,0,3
4648,4649,2011-07-17,3,0,7,14,0,0,0,1,168,262,430,Afternoon,Holiday,Clearly,Fall,0,3
4649,4650,2011-07-17,3,0,7,15,0,0,0,1,129,195,324,Afternoon,Holiday,Clearly,Fall,0,1
4650,4651,2011-07-17,3,0,7,16,0,0,0,1,129,188,317,Afternoon,Holiday,Clearly,Fall,0,1
4651,4652,2011-07-17,3,0,7,17,0,0,0,1,133,236,369,Evening,Holiday,Clearly,Fall,2,0
4652,4653,2011-07-17,3,0,7,18,0,0,0,1,147,243,390,Evening,Holiday,Clearly,Fall,2,0
4653,4654,2011-07-17,3,0,7,19,0,0,0,1,145,234,379,Night,Holiday,Clearly,Fall,4,0
4654,4655,2011-07-17,3,0,7,20,0,0,0,1,85,177,262,Night,Holiday,Clearly,Fall,4,0
4655,4656,2011-07-17,3,0,7,21,0,0,0,1,59,148,207,Night,Holiday,Clearly,Fall,4,0
4656,4657,2011-07-17,3,0,7,22,0,0,0,1,65,116,181,Night,Holiday,Clearly,Fall,4,2
4657,4658,2011-07-17,3,0,7,23,0,0,0,1,39,54,93,Night,Holiday,Clearly,Fall,4,2
4658,4659,2011-07-18,3,0,7,0,0,1,1,1,21,30,51,Dawn,Working Day,Clearly,Fall,1,1
4659,4660,2011-07-18,3,0,7,1,0,1,1,1,17,8,25,Dawn,Working Day,Clearly,Fall,1,1
4660,4661,2011-07-18,3,0,7,2,0,1,1,1,2,8,10,Dawn,Working Day,Clearly,Fall,1,1
4661,4662,2011-07-18,3,0,7,3,0,1,1,1,3,4,7,Dawn,Working Day,Clearly,Fall,1,1
4662,4663,2011-07-18,3,0,7,4,0,1,1,1,1,3,4,Morning,Working Day,Clearly,Fall,3,2
4663,4664,2011-07-18,3,0,7,5,0,1,1,1,2,15,17,Morning,Working Day,Clearly,Fall,3,2
4664,4665,2011-07-18,3,0,7,6,0,1,1,1,10,95,105,Morning,Working Day,Clearly,Fall,3,2
4665,4666,2011-07-18,3,0,7,7,0,1,1,1,22,255,277,Morning,Working Day,Clearly,Fall,3,0
4666,4667,2011-07-18,3,0,7,8,0,1,1,1,18,329,347,Morning,Working Day,Clearly,Fall,3,0
4667,4668,2011-07-18,3,0,7,9,0,1,1,1,33,170,203,Morning,Working Day,Clearly,Fall,3,0
4668,4669,2011-07-18,3,0,7,10,0,1,1,1,52,78,130,Morning,Working Day,Clearly,Fall,3,2
4669,4670,2011-07-18,3,0,7,11,0,1,1,1,42,99,141,Afternoon,Working Day,Clearly,Fall,0,1
4670,4671,2011-07-18,3,0,7,12,0,1,1,1,39,126,165,Afternoon,Working Day,Clearly,Fall,0,1
4671,4672,2011-07-18,3,0,7,13,0,1,1,1,27,125,152,Afternoon,Working Day,Clearly,Fall,0,1
4672,4673,2011-07-18,3,0,7,14,0,1,1,1,32,106,138,Afternoon,Working Day,Clearly,Fall,0,1
4673,4674,2011-07-18,3,0,7,15,0,1,1,1,53,111,164,Afternoon,Working Day,Clearly,Fall,0,1
4674,4675,2011-07-18,3,0,7,16,0,1,1,1,45,220,265,Afternoon,Working Day,Clearly,Fall,0,1
4675,4676,2011-07-18,3,0,7,17,0,1,1,1,72,473,545,Evening,Working Day,Clearly,Fall,2,3
4676,4677,2011-07-18,3,0,7,18,0,1,1,1,80,478,558,Evening,Working Day,Clearly,Fall,2,3
4677,4678,2011-07-18,3,0,7,19,0,1,1,1,63,335,398,Night,Working Day,Clearly,Fall,4,0
4678,4679,2011-07-18,3,0,7,20,0,1,1,1,91,232,323,Night,Working Day,Clearly,Fall,4,0
4679,4680,2011-07-18,3,0,7,21,0,1,1,1,48,154,202,Night,Working Day,Clearly,Fall,4,0
4680,4681,2011-07-18,3,0,7,22,0,1,1,1,36,104,140,Night,Working Day,Clearly,Fall,4,2
4681,4682,2011-07-18,3,0,7,23,0,1,1,1,32,59,91,Night,Working Day,Clearly,Fall,4,2
4682,4683,2011-07-19,3,0,7,0,0,2,1,1,25,26,51,Dawn,Working Day,Clearly,Fall,1,1
4683,4684,2011-07-19,3,0,7,1,0,2,1,2,7,6,13,Dawn,Working Day,Misty,Fall,1,1
4684,4685,2011-07-19,3,0,7,2,0,2,1,1,9,4,13,Dawn,Working Day,Clearly,Fall,1,1
4685,4686,2011-07-19,3,0,7,3,0,2,1,1,2,1,3,Dawn,Working Day,Clearly,Fall,1,1
4686,4687,2011-07-19,3,0,7,4,0,2,1,1,1,4,5,Morning,Working Day,Clearly,Fall,3,2
4687,4688,2011-07-19,3,0,7,5,0,2,1,2,0,19,19,Morning,Working Day,Misty,Fall,3,2
